timestamp,junction_id,vehicle_count,avg_speed,weather,day_of_week,is_holiday,hour,hour_sin,hour_cos,dow_sin,dow_cos,is_rush_hour,is_weekend,weather_Clear,weather_Cloudy,weather_Fog,weather_Heavy Rain,weather_Light Rain
2025-01-01 00:00:00,1,20.0,60.1,Clear,2,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0
2025-01-01 01:00:00,1,12.0,39.8,Light Rain,2,0,1,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,1
2025-01-01 02:00:00,1,17.0,45.3,Cloudy,2,0,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 03:00:00,1,20.0,55.5,Cloudy,2,0,3,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 04:00:00,1,20.0,56.2,Cloudy,2,0,4,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 05:00:00,1,22.0,45.1,Cloudy,2,0,5,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 06:00:00,1,41.0,43.8,Cloudy,2,0,6,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 07:00:00,1,46.0,41.1,Cloudy,2,0,7,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 08:00:00,1,99.0,19.7,Cloudy,2,0,8,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1,0,0,1,0,0,0
2025-01-01 11:00:00,1,56.0,31.1,Cloudy,2,0,11,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 12:00:00,1,64.0,44.4,Clear,2,0,12,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0
2025-01-01 13:00:00,1,93.0,30.0,Cloudy,2,0,13,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 14:00:00,1,83.0,24.6,Cloudy,2,0,14,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 15:00:00,1,56.0,39.6,Cloudy,2,0,15,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 16:00:00,1,98.0,22.7,Cloudy,2,0,16,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 18:00:00,1,124.0,9.0,Cloudy,2,0,18,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1,0,0,1,0,0,0
2025-01-01 19:00:00,1,126.0,5.0,Clear,2,0,19,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,1,0,0,0,0
2025-01-01 20:00:00,1,96.0,22.0,Cloudy,2,0,20,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 21:00:00,1,53.0,44.1,Cloudy,2,0,21,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 22:00:00,1,38.0,38.3,Cloudy,2,0,22,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-01 23:00:00,1,26.0,52.2,Cloudy,2,0,23,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0
2025-01-02 00:00:00,1,18.0,48.8,Clear,3,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0
2025-01-02 01:00:00,1,18.0,45.4,Light Rain,3,0,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 02:00:00,1,17.0,64.9,Cloudy,3,0,2,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0
2025-01-02 03:00:00,1,15.0,43.4,Light Rain,3,0,3,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 04:00:00,1,14.0,45.4,Light Rain,3,0,4,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 05:00:00,1,19.0,41.0,Light Rain,3,0,5,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 06:00:00,1,30.0,38.9,Light Rain,3,0,6,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 07:00:00,1,41.0,35.6,Light Rain,3,0,7,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 08:00:00,1,116.0,5.0,Light Rain,3,0,8,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1
2025-01-02 09:00:00,1,122.0,8.7,Light Rain,3,0,9,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1
2025-01-02 10:00:00,1,105.0,19.2,Clear,3,0,10,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,1,0,0,0,0
2025-01-02 11:00:00,1,44.0,23.1,Heavy Rain,3,0,11,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0,0,0,0,1,0
2025-01-02 12:00:00,1,63.0,35.0,Light Rain,3,0,12,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 13:00:00,1,91.0,26.5,Light Rain,3,0,13,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 14:00:00,1,51.0,36.0,Light Rain,3,0,14,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 15:00:00,1,45.0,25.4,Light Rain,3,0,15,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 16:00:00,1,77.0,24.5,Light Rain,3,0,16,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 17:00:00,1,140.0,7.7,Clear,3,0,17,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1,0,1,0,0,0,0
2025-01-02 18:00:00,1,128.0,5.0,Clear,3,0,18,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1,0,1,0,0,0,0
2025-01-02 19:00:00,1,100.0,16.3,Light Rain,3,0,19,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1
2025-01-02 20:00:00,1,63.0,27.2,Light Rain,3,0,20,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 21:00:00,1,44.0,43.9,Cloudy,3,0,21,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0
2025-01-02 22:00:00,1,31.0,37.9,Light Rain,3,0,22,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-02 23:00:00,1,16.0,46.8,Light Rain,3,0,23,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1
2025-01-03 00:00:00,1,19.0,55.5,Clear,4,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0
2025-01-03 01:00:00,1,23.0,49.3,Cloudy,4,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 02:00:00,1,19.0,41.6,Light Rain,4,0,2,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,1
2025-01-03 03:00:00,1,23.0,53.7,Cloudy,4,0,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 04:00:00,1,15.0,49.4,Cloudy,4,0,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 05:00:00,1,22.0,55.4,Cloudy,4,0,5,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 06:00:00,1,25.0,22.3,Heavy Rain,4,0,6,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,1,0
2025-01-03 07:00:00,1,30.0,24.6,Heavy Rain,4,0,7,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,1,0
2025-01-03 08:00:00,1,132.0,6.4,Cloudy,4,0,8,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,0
2025-01-03 09:00:00,1,102.0,16.2,Light Rain,4,0,9,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,1
2025-01-03 10:00:00,1,130.0,5.0,Cloudy,4,0,10,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,0
2025-01-03 11:00:00,1,57.0,41.8,Cloudy,4,0,11,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 12:00:00,1,64.0,32.7,Cloudy,4,0,12,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 13:00:00,1,114.0,10.7,Cloudy,4,0,13,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 14:00:00,1,70.0,26.4,Cloudy,4,0,14,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 15:00:00,1,53.0,36.8,Cloudy,4,0,15,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 16:00:00,1,83.0,27.2,Cloudy,4,0,16,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 17:00:00,1,142.0,6.6,Cloudy,4,0,17,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,0
2025-01-03 19:00:00,1,110.0,16.1,Cloudy,4,0,19,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,0
2025-01-03 20:00:00,1,106.0,15.0,Cloudy,4,0,20,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 21:00:00,1,50.0,44.3,Clear,4,0,21,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0
2025-01-03 22:00:00,1,46.0,36.1,Cloudy,4,0,22,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-03 23:00:00,1,19.0,44.7,Cloudy,4,0,23,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0
2025-01-04 00:00:00,1,13.0,35.2,Heavy Rain,5,0,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 01:00:00,1,10.0,31.3,Heavy Rain,5,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 02:00:00,1,20.0,47.8,Cloudy,5,0,2,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,1,0,1,0,0,0
2025-01-04 03:00:00,1,11.0,25.0,Heavy Rain,5,0,3,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 04:00:00,1,12.0,26.2,Heavy Rain,5,0,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 05:00:00,1,10.0,27.1,Heavy Rain,5,0,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 06:00:00,1,40.0,22.0,Heavy Rain,5,0,6,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 07:00:00,1,31.0,25.8,Heavy Rain,5,0,7,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 08:00:00,1,60.0,39.1,Clear,5,0,8,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,1,1,0,0,0,0
2025-01-04 09:00:00,1,47.0,18.1,Heavy Rain,5,0,9,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,1,0,0,0,1,0
2025-01-04 10:00:00,1,61.0,19.9,Heavy Rain,5,0,10,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,1,0,0,0,1,0
2025-01-04 11:00:00,1,38.0,23.9,Heavy Rain,5,0,11,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 12:00:00,1,51.0,19.0,Heavy Rain,5,0,12,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
2025-01-04 13:00:00,1,45.0,19.9,Heavy Rain,5,0,13,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,1,0
